City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
627,Itarema,BR,79.05,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
628,Omsk,RU,67.89,broken clouds,55.0,73.4,Tourist Hotel
632,Yeppoon,AU,65.98,overcast clouds,-23.1333,150.7333,Villa Mar Colina
634,Auch,FR,76.91,broken clouds,43.65,0.5833,Hôtel de France
637,Sao Joao Da Barra,BR,68.85,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
638,Moskovskiy,RU,66.18,clear sky,55.5991,37.355,Nmc Apart
639,Hit,IQ,83.05,clear sky,33.6416,42.8251,صالون زيرو
644,Acapulco,MX,84.02,overcast clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
648,Ewo,CG,77.68,overcast clouds,-0.8725,14.8206,Residence Elonda Ewo
649,Rayong,TH,84.96,overcast clouds,12.8333,101.4333,Suan Palm Garden View Hotel
650,Camasca,HN,73.29,overcast clouds,14.0,-88.3833,Hotel Lizzy
652,Lebanon,US,82.45,few clouds,36.2081,-86.2911,Hampton Inn & Suites Lebanon
653,Tingo Maria,PE,70.79,overcast clouds,-9.2895,-76.0088,Hospedaje Paraíso
654,Zhongxing,CN,70.99,overcast clouds,33.7039,118.6792,New Century Grand Hotel Siyang
655,Katherine,AU,66.52,clear sky,-14.4667,132.2667,Pine Tree Motel
656,Punta Cardon,VE,81.16,overcast clouds,11.6581,-70.215,Bambuda hotel
657,Pemberton,CA,65.66,broken clouds,50.3164,-122.8027,Pemberton Valley Lodge
658,Ugoofaaru,MV,83.07,broken clouds,5.6667,73.0,Ungoofaaru Inn
661,Puerto Escondido,MX,81.43,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
664,Kieta,PG,83.57,light rain,-6.2167,155.6333,Uruna Bay Retreat
666,Sakakah,SA,81.05,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
667,Araripina,BR,70.83,few clouds,-7.5761,-40.4983,Hotel Eco Recanto da Serra
668,Tangjiazhuang,CN,69.4,overcast clouds,39.7333,118.45,Peace Hotel
671,Kibala,TD,74.71,broken clouds,9.1104,18.3463,hotel safari
674,Banda Aceh,ID,80.22,overcast clouds,5.5577,95.3222,Sulthan Hotel International
677,Seryshevo,RU,67.48,overcast clouds,51.0933,128.3786,Sel'skiy Dom Kul'tuty
678,Antalaha,MG,69.24,clear sky,-14.9003,50.2788,Hotel Vitasoa
679,Ixmiquilpan,MX,74.19,overcast clouds,20.4833,-99.2333,Hotel Avenida Ixmiquilpan
680,Lazaro Cardenas,MX,82.92,overcast clouds,17.9583,-102.2,quinta antigua
682,Takoradi,GH,78.94,light rain,4.8845,-1.7554,Raybow International Hotel
683,Camacha,PT,66.96,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
